date,variety_code,stems
7/12/2022,FL42,
7/13/2022,FL42,
7/14/2022,FL42,
7/15/2022,FL42,
7/16/2022,FL42,
7/17/2022,FL42,
7/18/2022,FL42,
7/19/2022,FL42,
7/20/2022,FL42,
7/21/2022,FL42,
7/22/2022,FL42,
7/23/2022,FL42,
7/24/2022,FL42,
7/25/2022,FL42,
7/26/2022,FL42,
7/27/2022,FL42,
7/28/2022,FL42,
7/29/2022,FL42,
7/30/2022,FL42,
7/31/2022,FL42,
8/1/2022,FL42,
8/2/2022,FL42,
8/3/2022,FL42,
8/4/2022,FL42,
8/5/2022,FL42,
8/6/2022,FL42,
8/7/2022,FL42,
8/8/2022,FL42,
8/9/2022,FL42,
8/10/2022,FL42,
8/11/2022,FL42,
8/12/2022,FL42,
8/13/2022,FL42,
8/14/2022,FL42,
8/15/2022,FL42,
8/16/2022,FL42,
8/17/2022,FL42,
8/18/2022,FL42,
8/19/2022,FL42,
8/20/2022,FL42,
8/21/2022,FL42,
8/22/2022,FL42,
8/23/2022,FL42,
8/24/2022,FL42,
8/25/2022,FL42,
8/26/2022,FL42,
8/27/2022,FL42,
8/28/2022,FL42,
8/29/2022,FL42,
8/30/2022,FL42,
8/31/2022,FL42,
9/1/2022,FL42,
9/2/2022,FL42,
9/3/2022,FL42,
9/4/2022,FL42,
9/5/2022,FL42,
9/6/2022,FL42,
9/7/2022,FL42,
9/8/2022,FL42,
9/9/2022,FL42,
9/10/2022,FL42,
9/11/2022,FL42,
9/12/2022,FL42,
9/13/2022,FL42,
9/14/2022,FL42,
9/15/2022,FL42,
9/16/2022,FL42,
9/17/2022,FL42,
9/18/2022,FL42,
9/19/2022,FL42,
9/20/2022,FL42,
9/21/2022,FL42,
9/22/2022,FL42,
9/23/2022,FL42,
9/24/2022,FL42,
9/25/2022,FL42,
9/26/2022,FL42,
9/27/2022,FL42,
9/28/2022,FL42,
9/29/2022,FL42,
9/30/2022,FL42,
10/1/2022,FL42,
10/2/2022,FL42,
10/3/2022,FL42,
10/4/2022,FL42,
10/5/2022,FL42,
10/6/2022,FL42,
10/7/2022,FL42,
10/8/2022,FL42,
10/9/2022,FL42,
10/10/2022,FL42,
10/11/2022,FL42,
10/12/2022,FL42,
10/13/2022,FL42,
10/14/2022,FL42,
10/15/2022,FL42,
10/16/2022,FL42,
10/17/2022,FL42,
10/18/2022,FL42,
10/19/2022,FL42,
10/20/2022,FL42,
10/21/2022,FL42,
10/22/2022,FL42,
10/23/2022,FL42,
10/24/2022,FL42,
10/25/2022,FL42,
10/26/2022,FL42,
10/27/2022,FL42,
10/28/2022,FL42,
10/29/2022,FL42,
10/30/2022,FL42,
10/31/2022,FL42,
11/1/2022,FL42,
11/2/2022,FL42,
11/3/2022,FL42,
11/4/2022,FL42,
11/5/2022,FL42,
11/6/2022,FL42,
11/7/2022,FL42,
11/8/2022,FL42,
11/9/2022,FL42,
11/10/2022,FL42,
11/11/2022,FL42,
11/12/2022,FL42,
11/13/2022,FL42,
11/14/2022,FL42,
11/15/2022,FL42,
11/16/2022,FL42,
11/17/2022,FL42,
11/18/2022,FL42,
11/19/2022,FL42,
11/20/2022,FL42,
11/21/2022,FL42,
11/22/2022,FL42,
11/23/2022,FL42,
11/24/2022,FL42,
11/25/2022,FL42,
11/26/2022,FL42,
11/27/2022,FL42,
11/28/2022,FL42,
11/29/2022,FL42,
11/30/2022,FL42,
12/1/2022,FL42,
12/2/2022,FL42,
12/3/2022,FL42,
12/4/2022,FL42,
12/5/2022,FL42,
12/6/2022,FL42,
12/7/2022,FL42,
12/8/2022,FL42,
12/9/2022,FL42,
12/10/2022,FL42,
12/11/2022,FL42,
12/12/2022,FL42,
12/13/2022,FL42,
12/14/2022,FL42,
12/15/2022,FL42,
12/16/2022,FL42,
12/17/2022,FL42,
12/18/2022,FL42,
12/19/2022,FL42,
12/20/2022,FL42,
12/21/2022,FL42,
12/22/2022,FL42,
12/23/2022,FL42,
12/24/2022,FL42,
12/25/2022,FL42,
12/26/2022,FL42,
12/27/2022,FL42,
12/28/2022,FL42,
12/29/2022,FL42,
12/30/2022,FL42,
12/31/2022,FL42,
1/1/2023,FL42,
1/2/2023,FL42,
1/3/2023,FL42,
1/4/2023,FL42,
1/5/2023,FL42,
1/6/2023,FL42,
1/7/2023,FL42,
1/8/2023,FL42,
1/9/2023,FL42,
1/10/2023,FL42,
1/11/2023,FL42,
1/12/2023,FL42,
1/13/2023,FL42,
1/14/2023,FL42,
1/15/2023,FL42,
1/16/2023,FL42,
1/17/2023,FL42,
1/18/2023,FL42,
1/19/2023,FL42,
1/20/2023,FL42,
1/21/2023,FL42,
1/22/2023,FL42,
1/23/2023,FL42,
1/24/2023,FL42,
1/25/2023,FL42,
1/26/2023,FL42,
1/27/2023,FL42,
1/28/2023,FL42,
1/29/2023,FL42,
1/30/2023,FL42,
1/31/2023,FL42,
2/1/2023,FL42,
2/2/2023,FL42,
2/3/2023,FL42,
2/4/2023,FL42,
2/5/2023,FL42,
2/6/2023,FL42,
2/7/2023,FL42,
2/8/2023,FL42,
2/9/2023,FL42,
2/10/2023,FL42,
2/11/2023,FL42,
2/12/2023,FL42,
2/13/2023,FL42,
2/14/2023,FL42,
2/15/2023,FL42,
2/16/2023,FL42,
2/17/2023,FL42,
2/18/2023,FL42,
2/19/2023,FL42,
2/20/2023,FL42,
2/21/2023,FL42,
2/22/2023,FL42,
2/23/2023,FL42,
2/24/2023,FL42,
2/25/2023,FL42,
2/26/2023,FL42,
2/27/2023,FL42,
2/28/2023,FL42,
3/1/2023,FL42,
3/2/2023,FL42,
3/3/2023,FL42,
3/4/2023,FL42,
3/5/2023,FL42,
3/6/2023,FL42,
3/7/2023,FL42,
3/8/2023,FL42,
3/9/2023,FL42,
3/10/2023,FL42,
3/11/2023,FL42,
3/12/2023,FL42,
3/13/2023,FL42,
3/14/2023,FL42,
3/15/2023,FL42,
3/16/2023,FL42,
3/17/2023,FL42,
3/18/2023,FL42,
3/19/2023,FL42,
3/20/2023,FL42,
3/21/2023,FL42,
3/22/2023,FL42,
3/23/2023,FL42,
3/24/2023,FL42,
3/25/2023,FL42,
3/26/2023,FL42,
3/27/2023,FL42,
3/28/2023,FL42,
3/29/2023,FL42,
3/30/2023,FL42,
3/31/2023,FL42,
4/1/2023,FL42,
4/2/2023,FL42,
4/3/2023,FL42,
4/4/2023,FL42,
4/5/2023,FL42,
4/6/2023,FL42,
4/7/2023,FL42,
4/8/2023,FL42,
4/9/2023,FL42,
4/10/2023,FL42,
4/11/2023,FL42,
4/12/2023,FL42,
4/13/2023,FL42,
4/14/2023,FL42,
4/15/2023,FL42,
4/16/2023,FL42,
4/17/2023,FL42,
4/18/2023,FL42,
4/19/2023,FL42,
4/20/2023,FL42,
4/21/2023,FL42,
4/22/2023,FL42,
4/23/2023,FL42,
4/24/2023,FL42,
4/25/2023,FL42,
4/26/2023,FL42,
4/27/2023,FL42,
4/28/2023,FL42,
4/29/2023,FL42,
4/30/2023,FL42,
5/1/2023,FL42,
5/2/2023,FL42,
5/3/2023,FL42,
5/4/2023,FL42,
5/5/2023,FL42,
5/6/2023,FL42,
5/7/2023,FL42,
5/8/2023,FL42,
5/9/2023,FL42,
5/10/2023,FL42,
5/11/2023,FL42,
5/12/2023,FL42,
5/13/2023,FL42,
5/14/2023,FL42,
5/15/2023,FL42,
5/16/2023,FL42,
5/17/2023,FL42,
5/18/2023,FL42,
5/19/2023,FL42,
5/20/2023,FL42,
5/21/2023,FL42,
5/22/2023,FL42,
5/23/2023,FL42,
5/24/2023,FL42,
5/25/2023,FL42,
5/26/2023,FL42,
5/27/2023,FL42,
5/28/2023,FL42,
5/29/2023,FL42,
5/30/2023,FL42,
5/31/2023,FL42,
6/1/2023,FL42,
6/2/2023,FL42,
6/3/2023,FL42,
6/4/2023,FL42,
6/5/2023,FL42,
6/6/2023,FL42,
6/7/2023,FL42,
6/8/2023,FL42,
6/9/2023,FL42,
6/10/2023,FL42,
6/11/2023,FL42,
6/12/2023,FL42,
6/13/2023,FL42,
6/14/2023,FL42,
6/15/2023,FL42,
6/16/2023,FL42,
6/17/2023,FL42,
6/18/2023,FL42,
6/19/2023,FL42,
6/20/2023,FL42,
6/21/2023,FL42,
6/22/2023,FL42,
6/23/2023,FL42,
6/24/2023,FL42,
6/25/2023,FL42,
6/26/2023,FL42,
6/27/2023,FL42,
6/28/2023,FL42,
6/29/2023,FL42,
6/30/2023,FL42,
7/1/2022,FR21,
7/2/2022,FR21,
7/3/2022,FR21,
7/4/2022,FR21,
7/5/2022,FR21,
7/6/2022,FR21,
7/7/2022,FR21,
7/8/2022,FR21,
7/9/2022,FR21,
7/10/2022,FR21,
7/11/2022,FR21,
7/12/2022,FR21,
7/13/2022,FR21,
7/14/2022,FR21,
7/15/2022,FR21,
7/16/2022,FR21,
7/17/2022,FR21,
7/18/2022,FR21,
7/19/2022,FR21,
7/20/2022,FR21,
7/21/2022,FR21,
7/22/2022,FR21,
7/23/2022,FR21,
7/24/2022,FR21,
7/25/2022,FR21,
7/26/2022,FR21,
7/27/2022,FR21,
7/28/2022,FR21,
7/29/2022,FR21,
7/30/2022,FR21,
7/31/2022,FR21,
8/1/2022,FR21,
8/2/2022,FR21,
8/3/2022,FR21,
8/4/2022,FR21,
8/5/2022,FR21,
8/6/2022,FR21,
8/7/2022,FR21,
8/8/2022,FR21,
8/9/2022,FR21,
8/10/2022,FR21,
8/11/2022,FR21,
8/12/2022,FR21,
8/13/2022,FR21,
8/14/2022,FR21,
8/15/2022,FR21,
8/16/2022,FR21,
8/17/2022,FR21,
8/18/2022,FR21,
8/19/2022,FR21,
8/20/2022,FR21,
8/21/2022,FR21,
8/22/2022,FR21,
8/23/2022,FR21,
8/24/2022,FR21,
8/25/2022,FR21,
8/26/2022,FR21,
8/27/2022,FR21,
8/28/2022,FR21,
8/29/2022,FR21,
8/30/2022,FR21,
8/31/2022,FR21,
9/1/2022,FR21,
9/2/2022,FR21,
9/3/2022,FR21,
9/4/2022,FR21,
9/5/2022,FR21,
9/6/2022,FR21,
9/7/2022,FR21,
9/8/2022,FR21,
9/9/2022,FR21,
9/10/2022,FR21,
9/11/2022,FR21,
9/12/2022,FR21,
9/13/2022,FR21,
9/14/2022,FR21,
9/15/2022,FR21,
9/16/2022,FR21,
9/17/2022,FR21,
9/18/2022,FR21,
9/19/2022,FR21,
9/20/2022,FR21,
9/21/2022,FR21,
9/22/2022,FR21,
9/23/2022,FR21,
9/24/2022,FR21,
9/25/2022,FR21,
9/26/2022,FR21,
9/27/2022,FR21,
9/28/2022,FR21,
9/29/2022,FR21,
9/30/2022,FR21,
10/1/2022,FR21,
10/2/2022,FR21,
10/3/2022,FR21,
10/4/2022,FR21,
10/5/2022,FR21,
10/6/2022,FR21,
10/7/2022,FR21,
10/8/2022,FR21,
10/9/2022,FR21,
10/10/2022,FR21,
10/11/2022,FR21,
10/12/2022,FR21,
10/13/2022,FR21,
10/14/2022,FR21,
10/15/2022,FR21,
10/16/2022,FR21,
10/17/2022,FR21,
10/18/2022,FR21,
10/19/2022,FR21,
10/20/2022,FR21,
10/21/2022,FR21,
10/22/2022,FR21,
10/23/2022,FR21,
10/24/2022,FR21,
10/25/2022,FR21,
10/26/2022,FR21,
10/27/2022,FR21,
10/28/2022,FR21,
10/29/2022,FR21,
10/30/2022,FR21,
10/31/2022,FR21,
11/1/2022,FR21,
11/2/2022,FR21,
11/3/2022,FR21,
11/4/2022,FR21,
11/5/2022,FR21,
11/6/2022,FR21,
11/7/2022,FR21,
11/8/2022,FR21,
11/9/2022,FR21,
11/10/2022,FR21,
11/11/2022,FR21,
11/12/2022,FR21,
11/13/2022,FR21,
11/14/2022,FR21,
11/15/2022,FR21,
11/16/2022,FR21,
11/17/2022,FR21,
11/18/2022,FR21,
11/19/2022,FR21,
11/20/2022,FR21,
11/21/2022,FR21,
11/22/2022,FR21,
11/23/2022,FR21,
11/24/2022,FR21,
11/25/2022,FR21,
11/26/2022,FR21,
11/27/2022,FR21,
11/28/2022,FR21,
11/29/2022,FR21,
11/30/2022,FR21,
12/1/2022,FR21,
12/2/2022,FR21,
12/3/2022,FR21,
12/4/2022,FR21,
12/5/2022,FR21,
12/6/2022,FR21,
12/7/2022,FR21,
12/8/2022,FR21,
12/9/2022,FR21,
12/10/2022,FR21,
12/11/2022,FR21,
12/12/2022,FR21,
12/13/2022,FR21,
12/14/2022,FR21,
12/15/2022,FR21,
12/16/2022,FR21,
12/17/2022,FR21,
12/18/2022,FR21,
12/19/2022,FR21,
12/20/2022,FR21,
12/21/2022,FR21,
12/22/2022,FR21,
12/23/2022,FR21,
12/24/2022,FR21,
12/25/2022,FR21,
12/26/2022,FR21,
12/27/2022,FR21,
12/28/2022,FR21,
12/29/2022,FR21,
12/30/2022,FR21,
12/31/2022,FR21,
1/1/2023,FR21,
1/2/2023,FR21,
1/3/2023,FR21,
1/4/2023,FR21,
1/5/2023,FR21,
1/6/2023,FR21,
1/7/2023,FR21,
1/8/2023,FR21,
1/9/2023,FR21,
1/10/2023,FR21,
1/11/2023,FR21,
1/12/2023,FR21,
1/13/2023,FR21,
1/14/2023,FR21,
1/15/2023,FR21,
1/16/2023,FR21,
1/17/2023,FR21,
1/18/2023,FR21,
1/19/2023,FR21,
1/20/2023,FR21,
1/21/2023,FR21,
1/22/2023,FR21,
1/23/2023,FR21,
1/24/2023,FR21,
1/25/2023,FR21,
1/26/2023,FR21,
1/27/2023,FR21,
1/28/2023,FR21,
1/29/2023,FR21,
1/30/2023,FR21,
1/31/2023,FR21,
2/1/2023,FR21,
2/2/2023,FR21,
2/3/2023,FR21,
2/4/2023,FR21,
2/5/2023,FR21,
2/6/2023,FR21,
2/7/2023,FR21,
2/8/2023,FR21,
2/9/2023,FR21,
2/10/2023,FR21,
2/11/2023,FR21,
2/12/2023,FR21,
2/13/2023,FR21,
2/14/2023,FR21,
2/15/2023,FR21,
2/16/2023,FR21,
2/17/2023,FR21,
2/18/2023,FR21,
2/19/2023,FR21,
2/20/2023,FR21,
2/21/2023,FR21,
2/22/2023,FR21,
2/23/2023,FR21,
2/24/2023,FR21,
2/25/2023,FR21,
2/26/2023,FR21,
2/27/2023,FR21,
2/28/2023,FR21,
3/1/2023,FR21,
3/2/2023,FR21,
3/3/2023,FR21,
3/4/2023,FR21,
3/5/2023,FR21,
3/6/2023,FR21,
3/7/2023,FR21,
3/8/2023,FR21,
3/9/2023,FR21,
3/10/2023,FR21,
3/11/2023,FR21,
3/12/2023,FR21,
3/13/2023,FR21,
3/14/2023,FR21,
3/15/2023,FR21,
3/16/2023,FR21,
3/17/2023,FR21,
3/18/2023,FR21,
3/19/2023,FR21,
3/20/2023,FR21,
3/21/2023,FR21,
3/22/2023,FR21,
3/23/2023,FR21,
3/24/2023,FR21,
3/25/2023,FR21,
3/26/2023,FR21,
3/27/2023,FR21,
3/28/2023,FR21,
3/29/2023,FR21,
3/30/2023,FR21,
3/31/2023,FR21,
4/1/2023,FR21,
4/2/2023,FR21,
4/3/2023,FR21,
4/4/2023,FR21,
4/5/2023,FR21,
4/6/2023,FR21,
4/7/2023,FR21,
4/8/2023,FR21,
4/9/2023,FR21,
4/10/2023,FR21,
4/11/2023,FR21,
4/12/2023,FR21,
4/13/2023,FR21,
4/14/2023,FR21,
4/15/2023,FR21,
4/16/2023,FR21,
4/17/2023,FR21,
4/18/2023,FR21,
4/19/2023,FR21,
4/20/2023,FR21,
4/21/2023,FR21,
4/22/2023,FR21,
4/23/2023,FR21,
4/24/2023,FR21,
4/25/2023,FR21,
4/26/2023,FR21,
4/27/2023,FR21,
4/28/2023,FR21,
4/29/2023,FR21,
4/30/2023,FR21,
5/1/2023,FR21,
5/2/2023,FR21,
5/3/2023,FR21,
5/4/2023,FR21,
5/5/2023,FR21,
5/6/2023,FR21,
5/7/2023,FR21,
5/8/2023,FR21,
5/9/2023,FR21,
5/10/2023,FR21,
5/11/2023,FR21,
5/12/2023,FR21,
5/13/2023,FR21,
5/14/2023,FR21,
5/15/2023,FR21,
5/16/2023,FR21,
5/17/2023,FR21,
5/18/2023,FR21,
5/19/2023,FR21,
5/20/2023,FR21,
5/21/2023,FR21,
5/22/2023,FR21,
5/23/2023,FR21,
5/24/2023,FR21,
5/25/2023,FR21,
5/26/2023,FR21,
5/27/2023,FR21,
5/28/2023,FR21,
5/29/2023,FR21,
5/30/2023,FR21,
5/31/2023,FR21,
6/1/2023,FR21,
6/2/2023,FR21,
6/3/2023,FR21,
6/4/2023,FR21,
6/5/2023,FR21,
6/6/2023,FR21,
6/7/2023,FR21,
6/8/2023,FR21,
6/9/2023,FR21,
6/10/2023,FR21,
6/11/2023,FR21,
6/12/2023,FR21,
6/13/2023,FR21,
6/14/2023,FR21,
6/15/2023,FR21,
6/16/2023,FR21,
6/17/2023,FR21,
6/18/2023,FR21,
6/19/2023,FR21,
6/20/2023,FR21,
6/21/2023,FR21,
6/22/2023,FR21,
6/23/2023,FR21,
6/24/2023,FR21,
6/25/2023,FR21,
6/26/2023,FR21,
6/27/2023,FR21,
6/28/2023,FR21,
6/29/2023,FR21,
6/30/2023,FR21,
7/1/2022,FR61,
7/2/2022,FR61,
7/3/2022,FR61,
7/4/2022,FR61,
7/5/2022,FR61,
7/6/2022,FR61,
7/7/2022,FR61,
7/8/2022,FR61,
7/9/2022,FR61,
7/10/2022,FR61,
7/11/2022,FR61,
7/12/2022,FR61,
7/13/2022,FR61,
7/14/2022,FR61,
7/15/2022,FR61,
7/16/2022,FR61,
7/17/2022,FR61,
7/18/2022,FR61,
7/19/2022,FR61,
7/20/2022,FR61,
7/21/2022,FR61,
7/22/2022,FR61,
7/23/2022,FR61,
7/24/2022,FR61,
7/25/2022,FR61,
7/26/2022,FR61,
7/27/2022,FR61,
7/28/2022,FR61,
7/29/2022,FR61,
7/30/2022,FR61,
7/31/2022,FR61,
8/1/2022,FR61,
8/2/2022,FR61,
8/3/2022,FR61,
8/4/2022,FR61,
8/5/2022,FR61,
8/6/2022,FR61,
8/7/2022,FR61,
8/8/2022,FR61,
8/9/2022,FR61,
8/10/2022,FR61,
8/11/2022,FR61,
8/12/2022,FR61,
8/13/2022,FR61,
8/14/2022,FR61,
8/15/2022,FR61,
8/16/2022,FR61,
8/17/2022,FR61,
8/18/2022,FR61,
8/19/2022,FR61,
8/20/2022,FR61,
8/21/2022,FR61,
8/22/2022,FR61,
8/23/2022,FR61,
8/24/2022,FR61,
8/25/2022,FR61,
8/26/2022,FR61,
8/27/2022,FR61,
8/28/2022,FR61,
8/29/2022,FR61,
8/30/2022,FR61,
8/31/2022,FR61,
9/1/2022,FR61,
9/2/2022,FR61,
9/3/2022,FR61,
9/4/2022,FR61,
9/5/2022,FR61,
9/6/2022,FR61,
9/7/2022,FR61,
9/8/2022,FR61,
9/9/2022,FR61,
9/10/2022,FR61,
9/11/2022,FR61,
9/12/2022,FR61,
9/13/2022,FR61,
9/14/2022,FR61,
9/15/2022,FR61,
9/16/2022,FR61,
9/17/2022,FR61,
9/18/2022,FR61,
9/19/2022,FR61,
9/20/2022,FR61,
9/21/2022,FR61,
9/22/2022,FR61,
9/23/2022,FR61,
9/24/2022,FR61,
9/25/2022,FR61,
9/26/2022,FR61,
9/27/2022,FR61,
9/28/2022,FR61,
9/29/2022,FR61,
9/30/2022,FR61,
10/1/2022,FR61,
10/2/2022,FR61,
10/3/2022,FR61,
10/4/2022,FR61,
10/5/2022,FR61,
10/6/2022,FR61,
10/7/2022,FR61,
10/8/2022,FR61,
10/9/2022,FR61,
10/10/2022,FR61,
10/11/2022,FR61,
10/12/2022,FR61,
10/13/2022,FR61,
10/14/2022,FR61,
10/15/2022,FR61,
10/16/2022,FR61,
10/17/2022,FR61,
10/18/2022,FR61,
10/19/2022,FR61,
10/20/2022,FR61,
10/21/2022,FR61,
10/22/2022,FR61,
10/23/2022,FR61,
10/24/2022,FR61,
10/25/2022,FR61,
10/26/2022,FR61,
10/27/2022,FR61,
10/28/2022,FR61,
10/29/2022,FR61,
10/30/2022,FR61,
10/31/2022,FR61,
11/1/2022,FR61,
11/2/2022,FR61,
11/3/2022,FR61,
11/4/2022,FR61,
11/5/2022,FR61,
11/6/2022,FR61,
11/7/2022,FR61,
11/8/2022,FR61,
11/9/2022,FR61,
11/10/2022,FR61,
11/11/2022,FR61,
11/12/2022,FR61,
11/13/2022,FR61,
11/14/2022,FR61,
11/15/2022,FR61,
11/16/2022,FR61,
11/17/2022,FR61,
11/18/2022,FR61,
11/19/2022,FR61,
11/20/2022,FR61,
11/21/2022,FR61,
11/22/2022,FR61,
11/23/2022,FR61,
11/24/2022,FR61,
11/25/2022,FR61,
11/26/2022,FR61,
11/27/2022,FR61,
11/28/2022,FR61,
11/29/2022,FR61,
11/30/2022,FR61,
12/1/2022,FR61,
12/2/2022,FR61,
12/3/2022,FR61,
12/4/2022,FR61,
12/5/2022,FR61,
12/6/2022,FR61,
12/7/2022,FR61,
12/8/2022,FR61,
12/9/2022,FR61,
12/10/2022,FR61,
12/11/2022,FR61,
12/12/2022,FR61,
12/13/2022,FR61,
12/14/2022,FR61,
12/15/2022,FR61,
12/16/2022,FR61,
12/17/2022,FR61,
12/18/2022,FR61,
12/19/2022,FR61,
12/20/2022,FR61,
12/21/2022,FR61,
12/22/2022,FR61,
12/23/2022,FR61,
12/24/2022,FR61,
12/25/2022,FR61,
12/26/2022,FR61,
12/27/2022,FR61,
12/28/2022,FR61,
12/29/2022,FR61,
12/30/2022,FR61,
12/31/2022,FR61,
1/1/2023,FR61,
1/2/2023,FR61,
1/3/2023,FR61,
1/4/2023,FR61,
1/5/2023,FR61,
1/6/2023,FR61,
1/7/2023,FR61,
1/8/2023,FR61,
1/9/2023,FR61,
1/10/2023,FR61,
1/11/2023,FR61,
1/12/2023,FR61,
1/13/2023,FR61,
1/14/2023,FR61,
1/15/2023,FR61,
1/16/2023,FR61,
1/17/2023,FR61,
1/18/2023,FR61,
1/19/2023,FR61,
1/20/2023,FR61,
1/21/2023,FR61,
1/22/2023,FR61,
1/23/2023,FR61,
1/24/2023,FR61,
1/25/2023,FR61,
1/26/2023,FR61,
1/27/2023,FR61,
1/28/2023,FR61,
1/29/2023,FR61,
1/30/2023,FR61,
1/31/2023,FR61,
2/1/2023,FR61,
2/2/2023,FR61,
2/3/2023,FR61,
2/4/2023,FR61,
2/5/2023,FR61,
2/6/2023,FR61,
2/7/2023,FR61,
2/8/2023,FR61,
2/9/2023,FR61,
2/10/2023,FR61,
2/11/2023,FR61,
2/12/2023,FR61,
2/13/2023,FR61,
2/14/2023,FR61,
2/15/2023,FR61,
2/16/2023,FR61,
2/17/2023,FR61,
2/18/2023,FR61,
2/19/2023,FR61,
2/20/2023,FR61,
2/21/2023,FR61,
2/22/2023,FR61,
2/23/2023,FR61,
2/24/2023,FR61,
2/25/2023,FR61,
2/26/2023,FR61,
2/27/2023,FR61,
2/28/2023,FR61,
3/1/2023,FR61,
3/2/2023,FR61,
3/3/2023,FR61,
3/4/2023,FR61,
3/5/2023,FR61,
3/6/2023,FR61,
3/7/2023,FR61,
3/8/2023,FR61,
3/9/2023,FR61,
3/10/2023,FR61,
3/11/2023,FR61,
3/12/2023,FR61,
3/13/2023,FR61,
3/14/2023,FR61,
3/15/2023,FR61,
3/16/2023,FR61,
3/17/2023,FR61,
3/18/2023,FR61,
3/19/2023,FR61,
3/20/2023,FR61,
3/21/2023,FR61,
3/22/2023,FR61,
3/23/2023,FR61,
3/24/2023,FR61,
3/25/2023,FR61,
3/26/2023,FR61,
3/27/2023,FR61,
3/28/2023,FR61,
3/29/2023,FR61,
3/30/2023,FR61,
3/31/2023,FR61,
4/1/2023,FR61,
4/2/2023,FR61,
4/3/2023,FR61,
4/4/2023,FR61,
4/5/2023,FR61,
4/6/2023,FR61,
4/7/2023,FR61,
4/8/2023,FR61,
4/9/2023,FR61,
4/10/2023,FR61,
4/11/2023,FR61,
4/12/2023,FR61,
4/13/2023,FR61,
4/14/2023,FR61,
4/15/2023,FR61,
4/16/2023,FR61,
4/17/2023,FR61,
4/18/2023,FR61,
4/19/2023,FR61,
4/20/2023,FR61,
4/21/2023,FR61,
4/22/2023,FR61,
4/23/2023,FR61,
4/24/2023,FR61,
4/25/2023,FR61,
4/26/2023,FR61,
4/27/2023,FR61,
4/28/2023,FR61,
4/29/2023,FR61,
4/30/2023,FR61,
5/1/2023,FR61,
5/2/2023,FR61,
5/3/2023,FR61,
5/4/2023,FR61,
5/5/2023,FR61,
5/6/2023,FR61,
5/7/2023,FR61,
5/8/2023,FR61,
5/9/2023,FR61,
5/10/2023,FR61,
5/11/2023,FR61,
5/12/2023,FR61,
5/13/2023,FR61,
5/14/2023,FR61,
5/15/2023,FR61,
5/16/2023,FR61,
5/17/2023,FR61,
5/18/2023,FR61,
5/19/2023,FR61,
5/20/2023,FR61,
5/21/2023,FR61,
5/22/2023,FR61,
5/23/2023,FR61,
5/24/2023,FR61,
5/25/2023,FR61,
5/26/2023,FR61,
5/27/2023,FR61,
5/28/2023,FR61,
5/29/2023,FR61,
5/30/2023,FR61,
5/31/2023,FR61,
6/1/2023,FR61,
6/2/2023,FR61,
6/3/2023,FR61,
6/4/2023,FR61,
6/5/2023,FR61,
6/6/2023,FR61,
6/7/2023,FR61,
6/8/2023,FR61,
6/9/2023,FR61,
6/10/2023,FR61,
6/11/2023,FR61,
6/12/2023,FR61,
6/13/2023,FR61,
6/14/2023,FR61,
6/15/2023,FR61,
6/16/2023,FR61,
6/17/2023,FR61,
6/18/2023,FR61,
6/19/2023,FR61,
6/20/2023,FR61,
6/21/2023,FR61,
6/22/2023,FR61,
6/23/2023,FR61,
6/24/2023,FR61,
6/25/2023,FR61,
6/26/2023,FR61,
6/27/2023,FR61,
6/28/2023,FR61,
6/29/2023,FR61,
6/30/2023,FR61,
7/1/2022,FR71,
7/2/2022,FR71,
7/3/2022,FR71,
7/4/2022,FR71,
7/5/2022,FR71,
7/6/2022,FR71,
7/7/2022,FR71,
7/8/2022,FR71,
7/9/2022,FR71,
7/10/2022,FR71,
7/11/2022,FR71,
7/12/2022,FR71,
7/13/2022,FR71,
7/14/2022,FR71,
7/15/2022,FR71,
7/16/2022,FR71,
7/17/2022,FR71,
7/18/2022,FR71,
7/19/2022,FR71,
7/20/2022,FR71,
7/21/2022,FR71,
7/22/2022,FR71,
7/23/2022,FR71,
7/24/2022,FR71,
7/25/2022,FR71,
7/26/2022,FR71,
7/27/2022,FR71,
7/28/2022,FR71,
7/29/2022,FR71,
7/30/2022,FR71,
7/31/2022,FR71,
8/1/2022,FR71,
8/2/2022,FR71,
8/3/2022,FR71,
8/4/2022,FR71,
8/5/2022,FR71,
8/6/2022,FR71,
8/7/2022,FR71,
8/8/2022,FR71,
8/9/2022,FR71,
8/10/2022,FR71,
8/11/2022,FR71,
8/12/2022,FR71,
8/13/2022,FR71,
8/14/2022,FR71,
8/15/2022,FR71,
8/16/2022,FR71,
8/17/2022,FR71,
8/18/2022,FR71,
8/19/2022,FR71,
8/20/2022,FR71,
8/21/2022,FR71,
8/22/2022,FR71,
8/23/2022,FR71,
8/24/2022,FR71,
8/25/2022,FR71,
8/26/2022,FR71,
8/27/2022,FR71,
8/28/2022,FR71,
8/29/2022,FR71,
8/30/2022,FR71,
8/31/2022,FR71,
9/1/2022,FR71,
9/2/2022,FR71,
9/3/2022,FR71,
9/4/2022,FR71,
9/5/2022,FR71,
9/6/2022,FR71,
9/7/2022,FR71,
9/8/2022,FR71,
9/9/2022,FR71,
9/10/2022,FR71,
9/11/2022,FR71,
9/12/2022,FR71,
9/13/2022,FR71,
9/14/2022,FR71,
9/15/2022,FR71,
9/16/2022,FR71,
9/17/2022,FR71,
9/18/2022,FR71,
9/19/2022,FR71,
